VSN,Latitude,Depth
21,-31.83333333,12
76,-31.55666667,3
4,-31.55666667,3
21,-31.55666667,3
99,-31.55666667,3
55,-31.55666667,3
99,-31.55666667,3
63,-31.55666667,3
63,-31.55666667,3
63,-31.55666667,3
71,-31.555,3
4,-31.55166667,3
99,-31.55166667,3
60,-31.55166667,3
71,-31.55166667,3
71,-31.55166667,3
49,-31.55166667,3
99,-31.55166667,3
63,-31.55166667,3
63,-31.55166667,3
63,-31.55166667,3
49,-31.55,3.5
49,-31.55,3.5
49,-31.55,3.5
49,-31.55,3.5
49,-31.55,3.5
51,-31.55,3.5
88,-31.55,2.5
62,-31.55,5
62,-31.55,5
62,-31.55,5
62,-31.55,5
62,-31.55,5
62,-31.55,5
62,-31.55,5
62,-31.55,5
62,-31.55,5
62,-31.55,5
62,-31.55,5
62,-31.55,5
62,-31.55,5
62,-31.55,5
71,-31.55,3.5
71,-31.55,3.5
71,-31.55,3.5
71,-31.55,3.5
71,-31.55,3.5
71,-31.55,3.5
71,-31.55,3.5
71,-31.55,3.5
71,-31.55,3.5
71,-31.55,3.5
71,-31.55,3.5
71,-31.55,3.5
99,-31.55,3.5
99,-31.55,3.5
99,-31.55,3.5
99,-31.55,3.5
99,-31.55,3.5
99,-31.55,3.5
99,-31.55,3.5
99,-31.55,3.5
99,-31.55,5
99,-31.55,5
99,-31.55,5
99,-31.55,5
99,-31.55,5
49,-31.55,4
49,-31.55,4
49,-31.55,4
49,-31.55,4
49,-31.55,4
49,-31.55,4
4,-31.53833333,3
4,-31.53166667,4
4,-31.53166667,4
4,-31.53166667,4
4,-31.53166667,4
99,-31.53166667,4
99,-31.53166667,1
21,-31.53166667,4
21,-31.53166667,4
21,-31.53166667,4
63,-31.53166667,4
64,-31.53166667,4
99,-31.53166667,4
99,-31.53166667,4
99,-31.52666667,5
99,-31.52666667,5
71,-31.52666667,5
63,-31.52666667,5
108,-31.52666667,5
108,-31.52666667,5
99,-31.52666667,5
63,-31.52666667,5
74,-31.52666667,5
4,-31.52166667,3
99,-31.52166667,2
99,-31.52166667,2
71,-31.52166667,5
71,-31.52166667,2
71,-31.52166667,2
71,-31.52166667,2
71,-31.52166667,2
71,-31.52166667,2
104,-31.52166667,2
74,-31.52166667,2
76,-31.52166667,2
76,-31.52166667,2
108,-31.52166667,5
51,-31.52166667,4
51,-31.52166667,2
108,-31.52166667,5
65,-31.52166667,5
108,-31.52166667,4
108,-31.52166667,5
108,-31.52166667,4
108,-31.52166667,5
103,-31.52166667,2
21,-31.52166667,2
63,-31.52,1
99,-31.52,1
63,-31.52,1
4,-31.51833333,3
71,-31.51833333,3
71,-31.51833333,3
104,-31.51833333,3
49,-31.51833333,3
74,-31.51833333,3
51,-31.51833333,3
51,-31.51833333,3
71,-31.51833333,3
49,-31.51833333,3
63,-31.51833333,3
71,-31.51833333,3
71,-31.51833333,3
97,-31.51833333,3
65,-31.51833333,3
57,-31.51833333,3
63,-31.51833333,3
4,-31.515,2
99,-31.515,2
99,-31.515,2
89,-31.515,2
71,-31.515,2
71,-31.515,2
4,-31.515,2
99,-31.515,2
99,-31.515,2
21,-31.515,2
99,-31.515,2
76,-31.515,2
76,-31.515,2
21,-31.515,2
99,-31.515,2
71,-31.515,2
4,-31.51,4
99,-31.51,3
63,-31.51,3
99,-31.51,5
63,-31.51,7
63,-31.51,7
21,-31.51,3
7,-31.51,4
63,-31.51,7
65,-31.46666667,2.5
49,-31.46666667,4
49,-31.46666667,4
49,-31.46666667,4
49,-31.46666667,4
49,-31.46666667,4
49,-31.46666667,4
49,-31.46666667,4
49,-31.46666667,4
49,-31.46666667,4
49,-31.46666667,4
49,-31.46666667,4
49,-31.46666667,4
49,-31.46666667,4
49,-31.46666667,4
76,-31.46666667,5
92,-31.46666667,7.5
74,-31.37166667,3
71,-31.37166667,3
51,-31.37166667,3
71,-31.37166667,3
99,-30.94837,7
21,-30.159215,9
97,-30.159215,9
76,-30.159215,9
76,-30.159215,6
76,-30.159215,6
82,-30.159215,6
82,-30.159215,9
60,-30.159215,13
107,-30.159215,9
89,-30.159215,9
89,-30.159215,9
77,-30.159215,8
71,-30.159215,11
71,-30.159215,7
71,-30.159215,11
21,-30.01896889,8
97,-30.01896889,8
76,-30.01896889,6
76,-30.01896889,8
76,-30.01896889,8
65,-30.01896889,7
60,-30.01896889,7
104,-30.01896889,8
63,-30.01896889,8
88,-30.01896889,8
89,-30.01896889,8
77,-30.01896889,7
99,-29.96666667,12
108,-29.93333333,1
108,-29.93333333,4
108,-29.93333333,1
71,-29.93333333,4
71,-29.93333333,1
96,-29.93333333,4
78,-29.93333333,1
78,-29.93333333,1
78,-29.93333333,1
49,-29.93333333,1
49,-29.93333333,1
21,-29.93333333,1
49,-29.93333333,4
49,-29.93333333,1
78,-29.93333333,4
21,-29.93333333,4
63,-29.93333333,1
75,-29.93333333,7.5
75,-29.93333333,7.5
99,-29.93333333,7.5
99,-29.93333333,7.5
99,-29.93333333,7.5
99,-29.93333333,7.5
99,-29.93333333,7.5
99,-29.93333333,7.5
99,-29.93333333,7.5
99,-29.93333333,7.5
71,-29.93333333,7.5
71,-29.93333333,7.5
71,-29.93333333,7.5
71,-29.93333333,7.5
71,-29.93333333,7.5
71,-29.93333333,7.5
63,-29.93333333,7.5
94,-29.93333333,7.5
82,-29.93333333,7.5
71,-29.93333333,7.5
71,-29.93333333,7.5
76,-29.93333333,7.5
21,-29.93333333,7.5
61,-29.93333333,7.5
78,-29.93333333,7.5
97,-29.93333333,7.5
99,-29.93333333,12
93,-29.93333333,7.5
71,-29.93333333,7.5
63,-29.93333333,7.5
64,-29.93333333,7.5
57,-29.93333333,7.5
65,-29.93333333,7.5
76,-29.92772306,10
82,-29.92772306,9
82,-29.92772306,9
95,-29.92772306,8
107,-29.92772306,10
83,-29.92772306,10
62,-29.92772306,10
62,-29.92772306,9
77,-29.92772306,8
78,-29.92772306,10
78,-29.92772306,11.6
78,-29.92772306,10
78,-29.92772306,10
99,-29.92772306,10
99,-29.92772306,11
99,-29.92772306,9
99,-29.92772306,11
71,-29.92772306,12
99,-29.5,17.5
108,-29.5,0.5
108,-29.5,0.5
108,-29.5,1
108,-29.5,0.5
108,-29.5,0.5
108,-29.5,0.5
108,-29.5,0.5
108,-29.5,0.5
108,-29.5,12.5
108,-29.5,1
108,-29.5,2
108,-29.5,0.5
108,-29.5,12.5
108,-29.5,0.5
108,-29.5,0.5
99,-29.5,12.5
99,-29.5,12.5
99,-29.5,12.5
99,-29.5,17.5
76,-29.5,17.5
76,-29.5,2
79,-29.5,12.5
57,-29.5,17.5
21,-29.5,12.5
21,-29.5,17.5
71,-29.5,17.5
71,-29.5,12.5
93,-29.5,2
93,-29.5,2
56,-29.5,0.5
90,-29.5,2
90,-29.5,2
90,-29.5,2
90,-29.5,12.5
90,-29.5,2
82,-29.5,0.5
62,-29.5,17.5
62,-29.5,17.5
93,-29.5,2
21,-29.5,12.5
49,-29.5,0.5
49,-29.5,0.5
49,-29.5,12.5
49,-29.5,1
49,-29.5,2
49,-29.5,2
49,-29.5,1
49,-29.5,0.5
49,-29.5,1
21,-29.5,12.5
21,-29.5,12.5
57,-29.5,17.5
57,-29.5,17.5
21,-29.5,17.5
21,-29.5,12.5
66,-29.5,12.5
66,-29.5,12.5
21,-29.5,0.5
89,-29.5,12.5
89,-29.5,12.5
104,-29.5,12.5
57,-29.5,0.5
57,-29.5,17.5
49,-29.5,1
49,-29.5,12.5
49,-29.5,0.5
49,-29.5,2
49,-29.5,1
49,-29.5,17.5
49,-29.5,0.5
49,-29.5,1
49,-29.5,1
49,-29.5,2
99,-29.5,12.5
78,-29.5,12.5
78,-29.5,12.5
78,-29.5,12.5
78,-29.5,12.5
78,-29.5,12.5
78,-29.5,12.5
21,-29.5,12.5
63,-29.5,12.5
63,-29.5,12.5
63,-29.5,12.5
63,-29.5,12.5
63,-29.5,12.5
63,-29.5,12.5
21,-29.5,12.5
21,-29.5,17.5
21,-29.5,12.5
21,-29.5,12.5
21,-29.5,12.5
21,-29.5,12.5
82,-29.5,12.5
51,-29.5,2
51,-29.5,2
51,-29.5,2
65,-29.5,12.5
51,-29.5,2
51,-29.5,0.5
51,-29.5,2
51,-29.5,0.5
51,-29.5,2
51,-29.5,2
64,-29.5,0.5
49,-29.5,4
49,-29.15,9
71,-28.96666667,2
21,-28.19627,7
61,-28.19627,7
66,-28.19627,7
99,-28.19627,7
99,-28.19627,7
79,-27.51833333,2
71,-27.51833333,2
71,-27.51833333,2
99,-27.51833333,2
99,-27.47,2
99,-27.47,2
66,-27.47,2
76,-27.47,2
76,-27.47,2
76,-27.47,2
76,-27.47,2
76,-27.47,2
76,-27.47,2
76,-27.47,2
89,-27.47,2
65,-27.47,2
64,-27.47,2
64,-27.47,2
21,-27.47,2
21,-27.47,2
57,-27.46666667,18
71,-27.45,3
71,-27.45,3
64,-27.45,3
99,-27.43333333,3
65,-27.43333333,2
64,-27.43333,4.8
71,-27.42166667,3
99,-27.42166667,2
99,-27.42166667,2
99,-27.42166667,2
96,-27.41333333,9
66,-27.41333333,9
85,-27.41333333,6
82,-27.41333333,5
60,-27.41333333,5
75,-27.41333333,5
62,-27.41333333,5
89,-27.41333333,5
62,-27.41333333,5
66,-27.41333333,5
66,-27.41333333,2
76,-27.41333333,2
76,-27.41333333,2
96,-27.41333333,2
21,-27.4,3
89,-27.4,3
21,-27.4,3
21,-27.4,3
71,-27.4,3
89,-27.4,3
99,-27.4,3
99,-27.4,3
92,-27.39166667,8
83,-27.39,6.5
96,-27.39,6.5
76,-27.39,6.5
70,-27.39,6.5
3,-27.39,6.5
78,-27.39,2
3,-27.39,2
3,-27.39,2
3,-27,6
3,-27,6
3,-27,6
3,-27,6
3,-27,6
3,-27,6
3,-27,6
3,-27,6
3,-27,6
3,-27,6
3,-27,6
3,-27,6
3,-27,6
3,-27,6
3,-27,6
3,-27,6
3,-27,6
3,-27,6
3,-27,6
3,-27,6
3,-27,6
62,-26.98333,10
62,-26.98333,10
62,-26.98333,10
62,-26.98333,5
87,-26.98333,7.5
76,-26.98333,7.5
76,-26.98333,5
76,-26.98333,5
21,-26.98333,10
97,-26.97765,10
97,-26.97765,8
76,-26.97765,7
82,-26.97765,9
83,-26.97765,10
92,-26.97765,5
81,-26.97765,8
63,-26.97765,9
108,-26.97765,9
71,-26.68333333,0
71,-26.66666667,20
71,-26.66666667,20
71,-26.66666667,20
21,-26.66666667,20
78,-26.66666667,20
78,-26.66666667,20
99,-26.66666667,20
57,-26.63333333,18
99,-26.63333333,15
99,-26.63333333,15
71,-26.63333333,15
99,-26.63333333,15
87,-26.61614,8
99,-26.55,14
71,-25.3,2
35,-25.26378333,3.5
35,-25.26378333,3.5
35,-25.26378333,3.5
35,-25.26378333,3.5
96,-25.26378333,3.5
64,-25.26378333,3.5
64,-25.26378333,3.5
64,-25.26378333,3.5
56,-25.26378333,3.5
56,-25.26378333,3.5
60,-23.91667,3
76,-23.91667,3
100,-23.91667,10
66,-23.9,10
66,-23.9,10
57,-23.9,12.5
107,-23.9,10
107,-23.9,10
107,-23.9,10
107,-23.9,10
107,-23.9,12.5
65,-23.9,10
65,-23.9,12.5
74,-23.9,10
96,-23.9,12.5
60,-23.9,12.5
60,-23.9,12.5
65,-23.9,10
65,-23.9,10
65,-23.9,10
65,-23.9,10
65,-23.9,10
65,-23.9,10
65,-23.9,10
82,-23.9,10
105,-23.9,10
69,-23.9,10
107,-23.9,10
73,-23.9,10
42,-23.9,10
72,-23.9,10
72,-23.9,10
60,-23.9,10
21,-23.9,10
65,-23.9,10
65,-23.9,10
65,-23.9,10
65,-23.9,10
65,-23.9,10
65,-23.9,10
65,-23.9,10
65,-23.9,10
89,-23.9,10
89,-23.9,10
89,-23.9,10
57,-23.9,10
57,-23.9,10
57,-23.9,10
89,-23.9,10
89,-23.9,10
103,-23.9,12.5
82,-23.9,10
82,-23.9,10
82,-23.9,10
82,-23.9,10
82,-23.9,10
82,-23.9,10
107,-23.9,12.5
107,-23.9,10
107,-23.9,10
107,-23.9,10
66,-23.63333333,3
107,-23.63333333,3
107,-23.63333333,3
107,-23.63333333,3
107,-23.63333333,3
107,-23.63333333,3
107,-23.63333333,3
90,-23.63333333,3
90,-23.63333333,3
80,-23.63333333,3
80,-23.63333333,3
80,-23.63333333,3
80,-23.63333333,3
80,-23.63333333,3
60,-23.63333333,3
74,-23.63333333,3
62,-23.63333333,3
80,-23.63333333,3
80,-23.63333333,3
80,-23.63333333,3
80,-23.63333333,3
80,-23.63333333,3
80,-23.63333333,3
104,-23.63333333,3
57,-23.63333333,3
96,-23.63333333,3
96,-23.63333333,3
80,-23.63333333,3
80,-23.63333333,3
72,-23.63333333,3
107,-23.63333333,3
107,-23.63333333,3
107,-23.63333333,3
107,-23.63333333,3
107,-23.63333333,3
107,-23.63333333,3
107,-23.63333333,3
107,-23.63333333,3
107,-23.63333333,3
81,-23.63333333,3
81,-23.63333333,3
81,-23.63333333,3
81,-23.63333333,3
81,-23.63333333,3
81,-23.63333333,3
81,-23.63333333,3
81,-23.63333333,3
81,-23.63333333,3
81,-23.63333333,3
85,-23.63333333,3
85,-23.63333333,3
81,-23.63333333,3
81,-23.63333333,3
81,-23.63333333,3
73,-23.63333333,3
89,-23.63333333,3
60,-23.63333333,3
89,-23.63333333,3
81,-23.63333333,3
63,-23.63333333,3
36,-23.63333333,3
36,-23.63333333,3
36,-23.63333333,3
36,-23.63333333,3
36,-23.63333333,3
78,-23.63333333,3
107,-23.63333333,3
107,-23.63333333,3
107,-23.63333333,3
107,-23.63333333,3
107,-23.63333333,3
107,-23.63333333,3
107,-23.63333333,3
49,-23.63333333,3
95,-23.63333333,3
72,-23.63333333,3
107,-23.56666667,3
74,-23.56666667,3
81,-23.56666667,3
82,-23.56666667,3
107,-23.56666667,3
64,-23.56666667,3
56,-23.53333,0
85,-23.53333,0
94,-23.53333,3
94,-23.53333,3
104,-23.53192,24.9
74,-23.46051,19.4
87,-23.46051,19.4
57,-23.46049,16.5
104,-23.46049,16.5
70,-23.45,1
93,-23.45,0
93,-23.45,0
53,-23.45,1
35,-23.45,0
35,-23.45,0
35,-23.45,0
21,-23.45,0
21,-23.45,0
21,-23.45,0
21,-23.45,0
21,-23.45,0
21,-23.45,0
21,-23.45,0
21,-23.45,0
21,-23.45,0
107,-23.45,0
87,-23.45,11
61,-23.45,0
75,-23.45,4
92,-23.45,4
89,-23.45,4
89,-23.45,4
75,-23.45,4
87,-23.45,0.5
93,-23.45,0.5
56,-23.45,0.5
21,-23.45,10
21,-23.45,10
79,-23.45,1
93,-23.45,0.5
93,-23.45,0.5
93,-23.45,0.5
93,-23.45,0.5
35,-23.45,0
35,-23.45,0
35,-23.45,0
35,-23.45,0
35,-23.45,0
4,-23.45,0
4,-23.45,0
4,-23.45,0
4,-23.45,0
4,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,0
56,-23.45,2
64,-23.45,0
76,-23.45,0
76,-23.45,0
77,-23.45,0
77,-23.45,10
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
85,-23.45,0
89,-23.45,7
89,-23.45,0
93,-23.45,0
93,-23.45,0
93,-23.45,0
93,-23.45,0
93,-23.45,0
93,-23.45,0
93,-23.45,0
93,-23.45,0
96,-23.45,10
96,-23.45,0
104,-23.45,0
61,-23.44736,17.1
75,-23.44736,17.1
65,-23.43347,18.7
96,-23.26453,9.5
77,-23.26453,9.5
78,-23.26282,10.1
89,-23.2623,8.2
76,-23.2623,8.2
76,-23.2623,8.2
76,-23.2623,8.2
94,-23.25,7.6
71,-23.23833333,2
21,-23.23833333,2
77,-23.23833333,2
62,-23.23333,7.5
56,-23.23333,7.5
75,-23.23333,5.25
76,-23.23333,7.5
76,-23.23333,7.5
76,-23.23333,7.5
76,-23.23333,6
84,-23.23333,6
84,-23.23333,6
85,-23.23333,7.5
21,-23.23333,3.6
76,-23.20666667,5
77,-23.20666667,2
77,-23.20333333,5
97,-23.20333333,5
78,-23.16266389,8
78,-23.16266389,8
78,-23.16266389,8
83,-23.16166667,2
104,-23.13333333,8
77,-23.13333333,8
77,-23.13333333,8
89,-23.13333333,8
87,-23.13333333,8
72,-23.13333333,8
72,-23.13333333,8
72,-23.13333333,8
72,-23.13333333,8
72,-23.13333333,8
72,-23.13333333,8
49,-23.13333333,8
49,-23.13333333,8
43,-23.11666667,1
76,-23.11666667,3.5
43,-23.11666667,1
76,-23.11666667,3.5
76,-23.11666667,1
76,-23.11666667,3.5
76,-23.11666667,3.5
60,-23.11666667,3.5
104,-23.11666667,3.5
100,-23.11666667,3.5
100,-23.11666667,3.5
100,-23.11666667,1
100,-23.11666667,1
100,-23.11666667,1
76,-23.11666667,1
76,-23.11666667,3.5
76,-23.11666667,3.5
76,-23.11666667,3.5
76,-23.11666667,3.5
89,-23.11666667,1
89,-23.11666667,3.5
89,-23.11666667,3.5
89,-23.11666667,3.5
89,-23.11666667,3.5
89,-23.11666667,3.5
89,-23.11666667,3.5
85,-23.11666667,3.5
85,-23.11666667,3.5
85,-23.11666667,3.5
85,-23.11666667,3.5
85,-23.11666667,3.5
85,-23.11666667,3.5
85,-23.11666667,3.5
85,-23.11666667,3.5
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
64,-23.11666667,1
89,-23.11666667,1
89,-23.11666667,3.5
89,-23.11666667,3.5
89,-23.11666667,3.5
89,-23.11666667,3.5
89,-23.11666667,3.5
89,-23.11666667,3.5
89,-23.11666667,3.5
89,-23.11666667,3.5
89,-23.11666667,3.5
89,-23.11666667,3.5
94,-23.11666667,1
85,-23.11666667,3.5
85,-23.11666667,3.5
85,-23.11666667,3.5
85,-23.11666667,3.5
85,-23.11666667,3.5
100,-23.11666667,3.5
54,-23.11666667,3.5
104,-23.11666667,1
21,-23.11666667,3.5
77,-23.11666667,3.5
64,-23.11666667,3.5
60,-23.11666667,3.5
60,-23.11666667,1
87,-23.11666667,3.5
89,-23.11666667,1
89,-23.11666667,3.5
89,-23.11666667,3.5
89,-23.11666667,3.5
89,-23.11666667,3.5
89,-23.11666667,3.5
89,-23.11666667,3.5
89,-23.11666667,3.5
89,-23.11666667,3.5
89,-23.11666667,3.5
89,-23.11666667,3.5
89,-23.11666667,3.5
89,-23.11666667,3.5
89,-23.11666667,3.5
85,-23.11666667,1
77,-23.085,5
74,-23.085,5
68,-23.085,5
21,-23.06666667,8
21,-23.06666667,8
85,-23.00777861,3.1
90,-23.00777861,3.1
87,-23.00777861,3.1
66,-23.00438028,10.1
90,-23.00438028,10.1
95,-23.00438028,10.1
21,-23.00438028,10.1
76,-22.91666667,8
81,-22.91666667,8
78,-22.91666667,8
77,-22.88333333,8
76,-22.88333333,8
60,-22.88333333,8
69,-22.88333333,8
85,-22.88333333,8
85,-22.88333333,8
85,-22.88333333,8
85,-22.88333333,8
64,-22.88333333,8
71,-22.88333333,8
78,-22.88333333,8
78,-22.88333333,8
78,-22.88333333,8
69,-22.8,1.5
95,-22.66666667,6
90,-22.36666667,9
77,-22.33333333,2
65,-22.33333333,2
84,-22.33333333,2
78,-22.33333333,2
94,-22.33333333,2
85,-22.33333333,2
96,-22.33333333,2
69,-22.33333333,2
21,-22.33333333,2
90,-22.33333333,2
68,-22.33333333,2
68,-22.33333333,2
95,-22.33333333,2
76,-22.33333333,2
79,-22.33333333,2
62,-22.33333333,2
103,-22.33333333,2
89,-22.33333333,2
87,-22.33333333,2
21,-22.33333333,2
87,-22.33333333,2
93,-22.33333333,2
72,-22.33333333,2
54,-22.33333333,17.5
4,-22.33333333,17.5
95,-22.33333333,17.5
76,-22.33333333,17.5
82,-22.33333333,17.5
82,-22.33333333,17.5
95,-22.33333333,17.5
95,-22.33333333,17.5
65,-22.33333333,17.5
95,-22.33333333,17.5
4,-22.33333333,17.5
89,-22.33333333,17.5
57,-22.33333333,17.5
90,-22.33333333,17.5
21,-22.33333333,17.5
94,-22.33333333,17.5
82,-22.33333333,17.5
53,-22.33333333,17.5
92,-22.33333333,17.5
45,-22.33333333,17.5
83,-22.33333333,17.5
53,-22.33333333,17.5
53,-22.33333333,17.5
53,-22.33333333,17.5
62,-22.33333333,17.5
76,-22.33333333,17.5
76,-22.33333333,17.5
76,-22.33333333,17.5
79,-22.33333333,17.5
84,-22.33333333,2
87,-22.33333333,2
104,-22.33333333,2
93,-22.33333333,2
72,-22.33333333,2
75,-22.33333333,2
95,-22.33333333,2
89,-22.33333333,2
93,-22.33333333,2
65,-22.33333333,2
60,-22.33333333,2
61,-22.33333333,17.5
99,-22.33333333,2
35,-22.33333333,2
54,-22.33333333,2
77,-22.33333333,2
108,-22.33333333,2
108,-22.33333333,2
108,-22.33333333,2
71,-22.31666667,3
21,-22.31666667,3
89,-22.31666667,3
54,-22.28333333,15
53,-22.28333333,8
53,-22.28333333,8
78,-22.28333333,8
64,-22.28333333,8
72,-22.28333333,8
76,-22.28333333,8
76,-22.28333333,8
21,-22.28333333,8
21,-22.28333333,8
98,-22.28333333,8
69,-22.28333333,8
106,-22.28333333,8
99,-22.28333333,8
78,-22.28333333,8
71,-22.28333333,8
71,-22.28333333,3
21,-22.23333333,3
99,-22.21666667,3
71,-22.2,3
97,-22.18333333,3
89,-22.15,1.5
89,-22.15,1.5
89,-22.15,1.5
89,-22.15,1.5
85,-22.15,1.5
85,-22.15,1.5
64,-22.15,1.5
64,-22.15,1.5
64,-22.15,1.5
64,-22.15,1.5
64,-22.15,1.5
64,-22.15,1.5
64,-22.15,1.5
64,-22.15,1.5
64,-22.15,1.5
64,-22.15,1.5
64,-22.15,1.5
64,-22.15,1.5
64,-22.15,1.5
89,-22.15,1.5
89,-22.15,1.5
89,-22.15,1.5
89,-22.15,1.5
89,-22.15,1.5
89,-22.15,1.5
89,-22.15,1.5
89,-22.15,1.5
64,-22.15,1.5
89,-22.15,1.5
89,-22.15,1.5
90,-22.15,4
82,-22.08333333,0.5
43,-22.01666667,2.5
43,-22.01666667,1
72,-22.01666667,2.5
72,-22.01666667,2.5
60,-22.01666667,8
89,-22.01666667,2.5
85,-22.01666667,2.5
64,-22.01666667,1
64,-22.01666667,2.5
64,-22.01666667,1
64,-22.01666667,1
64,-22.01666667,1
89,-22.01666667,1
85,-22.01666667,2.5
57,-22.01666667,8
21,-22.01666667,1
57,-22.01666667,1
57,-22.01666667,1
72,-22.01666667,2.5
72,-22.01666667,2.5
64,-22.01666667,1
87,-22.01666667,2.5
87,-22.01666667,2.5
87,-22.01666667,2.5
87,-22.01666667,2.5
89,-22.01666667,2.5
89,-22.01666667,1
85,-22.01666667,1
85,-22.01666667,1
21,-21.8522,2.5
101,-21.8522,2.5
97,-21.8522,2.5
51,-21.8522,2.5
97,-21.8522,2.5
81,-21.8522,2.5
89,-21.8522,2.5
103,-21.85,2.5
103,-21.85,2.5
76,-21.85,2.5
76,-21.85,2.5
54,-21.85,10
55,-21.85,8
104,-21.85,8
78,-21.85,8
78,-21.85,8
64,-21.85,8
64,-21.85,8
64,-21.85,10
89,-21.85,8
89,-21.85,8
63,-21.85,10
87,-21.85,8
76,-21.85,8
76,-21.85,8
76,-21.85,8
76,-21.85,8
21,-21.85,8
21,-21.85,8
21,-21.85,8
57,-21.85,8
57,-21.85,8
69,-21.85,10
85,-21.85,8
71,-21.85,8
78,-21.85,8
100,-21.85,2.5
76,-21.85,2.5
89,-21.85,2.5
89,-21.85,2.5
89,-21.85,2.5
89,-21.85,2.5
89,-21.85,2.5
89,-21.85,2.5
89,-21.85,2.5
85,-21.85,2.5
64,-21.85,2.5
89,-21.85,2.5
89,-21.85,2.5
89,-21.85,2.5
89,-21.85,2.5
89,-21.85,2.5
89,-21.85,2.5
89,-21.85,2.5
89,-21.85,2.5
89,-21.85,2.5
64,-21.85,2.5
60,-21.85,2.5
87,-21.85,2.5
87,-21.85,2.5
87,-21.85,2.5
87,-21.85,2.5
89,-21.85,2.5
89,-21.85,2.5
89,-21.85,2.5
89,-21.85,2.5
89,-21.85,2.5
89,-21.85,2.5
89,-21.85,2.5
89,-21.85,2.5
89,-21.85,2.5
69,-21.8,8
69,-21.8,8
78,-21.65,4
78,-21.65,4
64,-21.63333333,1.5
96,-21.63333333,1.5
64,-21.63333333,3
89,-21.63333333,3
65,-21.6,3.5
71,-21.6,4
101,-21.6,3.5
77,-21.6,3.5
69,-21.6,4
87,-21.6,3.5
87,-21.6,3.5
87,-21.6,3.5
65,-21.6,3.5
99,-21.6,4
106,-21.6,3.5
99,-21.58333333,4
71,-21.46666667,1
107,-21.46666667,2
86,-21.25,6
82,-21.25,5.5
82,-21.25,15
76,-21.25,12.5
89,-21.25,1
89,-21.25,1
89,-21.25,1
82,-21.21666667,13
78,-21.16666667,8
89,-21.16666667,8
68,-21.16666667,2
97,-21.16666667,23
96,-21.16666667,23
76,-21.16666667,23
42,-21.16666667,23
21,-21.16666667,23
82,-21.08333333,11
7,-21.08333333,17
63,-21.08333333,8
82,-21.08333333,8
82,-21.08333333,17
82,-21.08333333,0
82,-21.08333333,0
82,-21.08333333,0
57,-21.08333333,14
76,-21.08333333,0
89,-21.08333333,0
89,-21.08333333,0
76,-21.08333333,12
76,-21.08333333,0
50,-21.08333333,1.5
7,-21.08333333,14
7,-21.08333333,14
86,-21.08333333,0
69,-21.06666667,10
69,-21.06666667,8
61,-21,15
63,-21,5
4,-20.96666667,7.5
57,-20.96666667,3
35,-20.96666667,3.5
35,-20.96666667,3.5
35,-20.96666667,3.5
35,-20.96666667,3.5
35,-20.96666667,3.5
35,-20.96666667,3.5
35,-20.96666667,3.5
35,-20.96666667,3.5
35,-20.96666667,3.5
35,-20.96666667,3.5
35,-20.96666667,3.5
35,-20.96666667,3.5
35,-20.96666667,3.5
35,-20.96666667,3.5
35,-20.96666667,3.5
35,-20.96666667,3.5
35,-20.96666667,3.5
35,-20.96666667,3.5
35,-20.96666667,3.5
35,-20.96666667,3.5
